Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;;;;
2024;5724AK;1; 393.600 ;;;;
2024;5724PG;1; 243.400 ;;;;
2024;5725AS;1; 353.000 ;;;;
2024;5725RG;3; 1.049.440 ;;;;
2024;5725RH;1; 405.000 ;;;;
2024;5725RK;1; 145.100 ;;;;
2024;5725RL;1; 257.700 ;;;;
2024;5731HD;1; 62.000 ;;;;
2024;5731PD;1; 311.400 ;;;;
2024;5731PG;2; 411.800 ;;;;
2024;5731PT;2; 920.800 ;;;;
2024;5735PA;1; 624.120 ;;;;
2024;5735RD;1; 28.440 ;;;;
2024;5737PA;1; 87.800 ;;;;
2024;5737RB;1; 34.500 ;;;;
2024;5738PD;1; 264.100 ;;;;
2024;5738RG;1; 64.700 ;;;;
2024;5741SL;1; 568.000 ;;;;
2024;5741TD;1; 293.100 ;;;;
2024;5752PC;2; 161.600 ;;;;
2024;5752PD;1; 474.300 ;;;;
2024;5752PX;1; 436.300 ;;;;
2024;5752RZ;1; 208.900 ;;;;
2024;5752SC;1; 722.700 ;;;;
2024;5753SV;1; 251.120 ;;;;
2024;5756PB;1; 518.900 ;;;;
2024;5757PB;1; 545.500 ;;;;
2024;5757RA;1; 174.000 ;;;;
2024;5757RC;1; 43.600 ;;;;
2024;5757RM;1; 69.000 ;;;;
2024;5757RN;1; 328.300 ;;;;
2024;5757RP;1; 108.900 ;;;;
2024;5761PG;1; 333.400 ;;;;
2024;5761PL;1; 93.600 ;;;;
2024;5761PS;1; 247.600 ;;;;
2024;5761RG;1; 72.000 ;;;;
2024;5761RH;1; 30.100 ;;;;
2024;5761RP;1; 104.200 ;;;;
2024;5763BR;1; 265.500 ;;;;
2024;5763BT;1; 94.500 ;;;;
2024;5764RL;1; 68.100 ;;;;
2024;5768PK;1; 569.500 ;;;;
2024;5768PP;2; 388.300 ;;;;
2024;5768RP;1; 102.800 ;;;;
2024;5768RT;1; 230.100 ;;;;
2024;5801PJ;1; 209.500 ;;;;
2024;5804AT;1; 142.000 ;;;;
2024;5804AV;1; 131.120 ;;;;
2024;5808AM;1; 339.600 ;;;;
2024;5809EK;1; 230.500 ;;;;
2024;5811AW;1; 377.082 ;;;;
2024;5812AG;1; 68.500 ;;;;
2024;5812AN;1; 45.800 ;;;;
2024;58135;1; 280.100 ;;;;
2024;5813AA;1; 168.600 ;;;;
2024;5813AB;1; 573.800 ;;;;
2024;5813AE;1; 126.600 ;;;;
2024;5813BD;1; 337.000 ;;;;
2024;5813BE;1; 505.900 ;;;;
2024;5813BH;1; 148.600 ;;;;
2024;5814AL;1; 61.600 ;;;;
2024;5815CA;2; 725.300 ;;;;
2024;5821AR;1; 236.300 ;;;;
2024;5821EE;1; 388.300 ;;;;
2024;58239;1; 93.900 ;;;;
2024;5823AM;1; 30.000 ;;;;
2024;58285;1; 2.281.600 ;;;;
2024;58300;1; 853.700 ;;;;
2024;58313;1; 813.000 ;;;;
2024;5831JM;1; 219.000 ;;;;
2024;5835BB;1; 47.500 ;;;;
2024;5836CD;1; 243.000 ;;;;
2024;5841CC;1; 76.750 ;;;;
2024;5841CD;1; 50.500 ;;;;
2024;5841CT;1; 57.380 ;;;;
2024;5841CZ;1; 30.000 ;;;;
2024;5844AA;2; 229.900 ;;;;
2024;5844AR;1; 349.200 ;;;;
2024;58454;1; 1.732.300 ;;;;
2024;5845EJ;2; 1.027.700 ;;;;
2024;5845ET;1; 12.500 ;;;;
2024;5853EM;1; 130.200 ;;;;
2024;5854RA;1; 408.800 ;;;;
2024;5855AV;1; 1.306.200 ;;;;
2024;5855EK;1; 329.200 ;;;;
2024;5856AX;1; 355.100 ;;;;
2024;5861AK;1; 40.000 ;;;;
2024;5861BC;1; 546.000 ;;;;
2024;5861CT;1; 372.100 ;;;;
2024;5863BE;1; 126.400 ;;;;
2024;58640;1; 896.600 ;;;;
2024;5865BA;1; 458.130 ;;;;
2024;5866AP;1; 409.600 ;;;;
2024;5866BR;2; 1.191.070 ;;;;
2024;5866CG;1; 78.000 ;;;;
2024;5871CR;1; 204.000 ;;;;
2024;5872CD;1; 131.100 ;;;;
2024;59174;1; 463.200 ;;;;
2024;59192;1; 75.800 ;;;;
2024;59199;1; 86.600 ;;;;
2024;59227;1; 41.800 ;;;;
2024;5925NE;1; 85.900 ;;;;
2024;59269;1; 137.200 ;;;;
2024;5926PB;1; 147.000 ;;;;
2024;5927NP;1; 669.800 ;;;;
2024;5927NX;1; 129.000 ;;;;
2024;5927PA;1; 43.550 ;;;;
2024;5928RL;1; 267.200 ;;;;
2024;59320;1; 189.400 ;;;;
2024;59348;1; 273.100 ;;;;
2024;59368;1; 870.500 ;;;;
2024;59399;1; 285.900 ;;;;
2024;5941MX;1; 179.600 ;;;;
2024;59427;1; 2.859.900 ;;;;
2024;59439;1; 277.600 ;;;;
2024;5944EL;1; 360.900 ;;;;
2024;59494;1; 10.400 ;;;;
2024;59514;1; 29.200 ;;;;
2024;5951NH;1; 201.000 ;;;;
2024;5951NJ;1; 1.105.600 ;;;;
2024;5951NK;1; 345.000 ;;;;
2024;5954PJ;1; 67.360 ;;;;
2024;5961NE;1; 204.400 ;;;;
2024;5961PM;1; 149.600 ;;;;
2024;5962NV;1; 348.900 ;;;;
2024;5964AJ;1; 328.500 ;;;;
2024;5964ND;1; 542.700 ;;;;
2024;5964NR;1; 324.300 ;;;;
2024;5964PE;1; 474.720 ;;;;
2024;5966RL;1; 14.000 ;;;;
2024;5966RS;1; 302.500 ;;;;
2024;5971BV;1; 140.300 ;;;;
2024;5975NT;1; 602.900 ;;;;
2024;5975NV;1; 86.300 ;;;;
2024;5975NW;1; 121.500 ;;;;
2024;5975PB;1; 167.500 ;;;;
2024;5975PC;1; 293.000 ;;;;
2024;5975PN;1; 426.100 ;;;;
2024;5975PP;2; 498.800 ;;;;
2024;5975PS;1; 309.600 ;;;;
2024;5976NL;1; 201.300 ;;;;
2024;5976PL;2; 382.070 ;;;;
2024;5977NE;1; 126.000 ;;;;
2024;5977NJ;1; 267.800 ;;;;
2024;5977NM;1; 177.500 ;;;;
2024;5981NS;1; 243.700 ;;;;
2024;5981PD;1; 141.300 ;;;;
2024;5981PK;1; 155.000 ;;;;
2024;5984NV;1; 606.700 ;;;;
2024;5985NC;1; 646.200 ;;;;
2024;5985NH;1; 188.700 ;;;;
2024;5987NC;2; 599.900 ;;;;
2024;5987ND;1; 415.000 ;;;;
2024;5987NJ;1; 409.700 ;;;;
2024;5988NT;1; 272.500 ;;;;
2024;5991ND;1; 367.600 ;;;;
2024;5991NE;1; 596.860 ;;;;
2024;5993NK;1; 327.900 ;;;;
2024;5993PB;1; 155.150 ;;;;
2024;5993PS;1; 118.200 ;;;;
2024;5993PX;1; 420.500 ;;;;
2024;5995BM;1; 111.800 ;;;;
2024;5995NS;1; 384.200 ;;;;
2024;5995NT;1; 1.303.700 ;;;;
2024;5995PP;1; 31.900 ;;;;
2024;5995PT;2; 351.900 ;;;;
2024;5995PX;3; 471.500 ;;;;
2024;5995RN;1; 36.300 ;;;;
2024;6002NB;1; 409.300 ;;;;
2024;6002SG;1; 26.100 ;;;;
2024;6002ST;1; 177.200 ;;;;
2024;6002TB;2; 856.000 ;;;;
2024;6003NT;2; 649.200 ;;;;
2024;6003PR;1; 525.900 ;;;;
2024;6003PW;2; 565.200 ;;;;
2024;6004RC;1; 785.300 ;;;;
2024;6005NE;1; 127.000 ;;;;
2024;6005NG;1; 213.100 ;;;;
2024;6006AD;1; 117.600 ;;;;
2024;6006NS;1; 370.300 ;;;;
2024;6006PS;1; 365.800 ;;;;
2024;6006PW;1; 161.800 ;;;;
2024;6006ST;1; 351.300 ;;;;
2024;6006TA;1; 915.600 ;;;;
2024;6006VE;1; 793.100 ;;;;
2024;6011SK;1; 32.900 ;;;;
2024;6013RD;1; 284.800 ;;;;
2024;6013RX;1; 249.500 ;;;;
2024;6015AX;1; 173.800 ;;;;
2024;6017BX;1; 328.200 ;;;;
2024;6021CX;1; 6.000 ;;;;
2024;6021GN;1; 201.000 ;;;;
2024;6021PA;1; 255.200 ;;;;
2024;6021SB;1; 37.500 ;;;;
2024;6023AJ;1; 245.900 ;;;;
2024;6026RG;1; 2.292.940 ;;;;
2024;6027RH;1; 798.900 ;;;;
2024;6028RD;1; 135.600 ;;;;
2024;6029PG;1; 384.000 ;;;;
2024;6029PS;1; 243.500 ;;;;
2024;6031AD;1; 40.440 ;;;;
2024;6031PX;2; 1.267.400 ;;;;
2024;6035AB;2; 570.300 ;;;;
2024;6035BS;1; 115.500 ;;;;
2024;6035PT;1; 339.000 ;;;;
2024;6035PV;1; 24.120 ;;;;
2024;6035RZ;1; 273.800 ;;;;
2024;6035SJ;1; 111.900 ;;;;
2024;6037NM;1; 148.800 ;;;;
2024;6037NV;2; 274.200 ;;;;
2024;6037RH;1; 231.800 ;;;;
2024;6039RK;1; 309.500 ;;;;
2024;6042KS;1; 249.200 ;;;;
2024;6042LA;1; 111.400 ;;;;
2024;6042LR;1; 716.400 ;;;;
2024;6061AK;1; 181.100 ;;;;
2024;6067AB;1; 16.340 ;;;;
2024;6071PD;1; 120.600 ;;;;
2024;6071PR;1; 105.000 ;;;;
2024;6074AC;1; 512.700 ;;;;
2024;6074EN;1; 120.300 ;;;;
2024;6074ES;1; 9.000 ;;;;
2024;6075NE;1; 238.000 ;;;;
2024;6086AR;1; 233.300 ;;;;
2024;6088AD;1; 175.500 ;;;;
2024;6088EE;1; 91.000 ;;;;
2024;6088NN;1; 239.700 ;;;;
2024;6088NT;1; 848.800 ;;;;
2024;6088PD;1; 25.760 ;;;;
2024;6093PB;1; 231.900 ;;;;
2024;6093PC;1; 10.000 ;;;;
2024;6093PR;1; 478.100 ;;;;
2024;6095ND;1; 535.600 ;;;;
2024;6095NE;1; 405.000 ;;;;
2024;6096AR;1; 596.700 ;;;;
2024;6097AE;1; 171.400 ;;;;
2024;6097AV;1; 74.980 ;;;;
2024;6097NK;1; 341.400 ;;;;
2024;6101EJ;1; 113.000 ;;;;
2024;6101RA;1; 146.900 ;;;;
2024;6101XR;1; 178.900 ;;;;
2024;6101XZ;1; 286.700 ;;;;
2024;6102RV;1; 338.600 ;;;;
2024;6104BM;1; 25.000 ;;;;
2024;6104RG;1; 567.600 ;;;;
2024;6104RT;1; 63.700 ;;;;
2024;6105AD;2; 630.660 ;;;;
2024;6105AM;1; 1.061.900 ;;;;
2024;6111AA;1; 352.700 ;;;;
2024;6114AN;1; 322.400 ;;;;
2024;6114JZ;1; 96.300 ;;;;
2024;6114KE;1; 113.200 ;;;;
2024;6114KW;1; 288.000 ;;;;
2024;6114LB;2; 2.195.100 ;;;;
2024;6114RE;2; 382.700 ;;;;
2024;6114RM;1; 73.600 ;;;;
2024;6116CC;1; 60.400 ;;;;
2024;6121XK;1; 78.300 ;;;;
2024;6132AW;1; 275.900 ;;;;
2024;6132KA;1; 33.000 ;;;;
2024;6141AW;1; 728.600 ;;;;
2024;6142BT;1; 228.200 ;;;;
2024;6153AB;1; 288.400 ;;;;
2024;6155NM;2; 416.600 ;;;;
2024;6164JL;1; 910.100 ;;;;
2024;6171XA;1; 841.400 ;;;;
2024;6191PJ;2; 942.700 ;;;;
2024;6225NC;1; 309.900 ;;;;
2024;6226DL;1; 6.100 ;;;;
2024;6228XV;1; 877.000 ;;;;
2024;6235AA;1; 467.000 ;;;;
2024;6235AJ;1; 107.300 ;;;;
2024;6241ND;1; 241.400 ;;;;
2024;6241NS;1; 34.000 ;;;;
2024;6243AG;1; 125.300 ;;;;
2024;6245AA;1; 365.600 ;;;;
2024;6255AJ;1; 60.300 ;;;;
2024;6255NJ;1; 170.100 ;;;;
2024;6255NK;1; 310.800 ;;;;
2024;6262NZ;1; 1.316.500 ;;;;
2024;6267AA;1; 671.700 ;;;;
2024;6267AH;1; 132.100 ;;;;
2024;6268NC;1; 185.600 ;;;;
2024;6269NG;1; 41.300 ;;;;
2024;6271NS;1; 84.300 ;;;;
2024;6281AD;1; 107.500 ;;;;
2024;6286CJ;1; 86.800 ;;;;
2024;6291DA;1; 220.200 ;;;;
2024;6291DB;1; 83.000 ;;;;
2024;6291NA;1; 115.400 ;;;;
2024;6291NG;2; 371.200 ;;;;
2024;6294NC;1; 150.300 ;;;;
2024;6294NG;1; 1.107.500 ;;;;
2024;6301PR;1; 972.200 ;;;;
2024;6325PA;1; 165.400 ;;;;
2024;6325PB;1; 81.900 ;;;;
2024;6325PC;1; 77.800 ;;;;
2024;6325PE;1; 32.300 ;;;;
2024;6333CB;1; 157.700 ;;;;
2024;6333ER;1; 335.700 ;;;;
2024;6336PC;1; 1.613.000 ;;;;
2024;6336TG;1; 1.173.100 ;;;;
2024;6336VW;1; 992.700 ;;;;
2024;6336XZ;1; 98.000 ;;;;
2024;6343PB;1; 308.500 ;;;;
2024;6343PH;1; 154.740 ;;;;
2024;6343PL;1; 344.100 ;;;;
2024;6351JE;1; 48.000 ;;;;
2024;6351JL;1; 32.500 ;;;;
2024;6353AK;1; 40.800 ;;;;
2024;6361DA;1; 102.400 ;;;;
2024;6361HH;1; 378.400 ;;;;
2024;6363CB;1; 746.800 ;;;;
2024;6363CD;1; 432.400 ;;;;
2024;6365AC;1; 384.900 ;;;;
2024;6365EA;1; 158.800 ;;;;
2024;6367AJ;1; 124.400 ;;;;
2024;6369BK;1; 96.900 ;;;;
2024;6369TE;2; 781.500 ;;;;
2024;6371CZ;1; 254.800 ;;;;
2024;6371GJ;1; 12.720 ;;;;
2024;6372AP;1; 85.300 ;;;;
2024;6372VG;1; 165.700 ;;;;
2024;6372XH;1; 1.399.900 ;;;;
2024;6374CB;1; 1.377.700 ;;;;
2024;6374CT;1; 71.000 ;;;;
2024;6374ER;1; 34.000 ;;;;
2024;6374LG;2; 1.005.700 ;;;;
2024;6374XX;1; 1.102.900 ;;;;
2024;6419PL;1; 163.500 ;;;;
2024;6431EZ;1; 223.100 ;;;;
2024;6433KG;1; 17.100 ;;;;
2024;6438AE;2; 1.145.800 ;;;;
2024;6438BK;1; 89.400 ;;;;
2024;6438GE;1; 193.300 ;;;;
2024;6438HA;1; 213.000 ;;;;
2024;6439AD;1; 1.333.700 ;;;;
2024;6441JA;1; 313.700 ;;;;
2024;6441LG;1; 3.188.600 ;;;;
2024;6447BV;1; 436.400 ;;;;
2024;6447CJ;1; 256.200 ;;;;
2024;6447CL;1; 167.200 ;;;;
2024;6451AG;1; 462.300 ;;;;
2024;6451BX;1; 626.100 ;;;;
2024;6451BZ;1; 364.200 ;;;;
2024;6451CH;1; 112.200 ;;;;
2024;6451PA;1; 196.800 ;;;;
2024;6451PR;1; 132.400 ;;;;
2024;6456AP;1; 48.000 ;;;;
2024;6464GM;1; 273.200 ;;;;
2024;6465AC;1; 1.223.900 ;;;;
2024;6466GC;1; 152.400 ;;;;
2024;6534AP;1; 108.000 ;;;;
2024;6542SX;1; 41.000 ;;;;
2024;6551ZE;1; 15.000 ;;;;
2024;6561KP;1; 257.400 ;;;;
2024;6561KS;1; 316.900 ;;;;
2024;6561KV;1; 479.800 ;;;;
2024;6562DM;1; 26.200 ;;;;
2024;6562KC;1; 692.200 ;;;;
2024;6562KK;1; 170.400 ;;;;
2024;6562LS;1; 470.000 ;;;;
2024;6571CH;2; 683.500 ;;;;
2024;6571CK;1; 9.000 ;;;;
2024;6573AZ;1; 59.500 ;;;;
2024;6581ED;1; 644.600 ;;;;
2024;6582BB;1; 287.500 ;;;;
2024;6582BR;1; 780.100 ;;;;
2024;6585KP;1; 611.600 ;;;;
2024;6585XG;1; 143.300 ;;;;
2024;6595MB;1; 854.100 ;;;;
2024;6595MG;1; 208.900 ;;;;
2024;6595MK;1; 245.500 ;;;;
2024;6596MA;1; 687.040 ;;;;
2024;6596MB;1; 476.600 ;;;;
2024;6598AE;1; 234.000 ;;;;
2024;6598MC;2; 551.900 ;;;;
2024;6601PB;2; 528.000 ;;;;
2024;6603KD;1; 134.500 ;;;;
2024;6603KN;1; 453.500 ;;;;
2024;6603KS;1; 41.000 ;;;;
2024;6603KT;1; 806.200 ;;;;
2024;6603KW;1; 73.200 ;;;;
2024;6603LM;1; 307.700 ;;;;
2024;6604BH;1; 36.000 ;;;;
2024;6604KE;1; 64.700 ;;;;
2024;6604KG;1; 71.000 ;;;;
2024;6611AD;1; 282.000 ;;;;
2024;6611AM;1; 30.800 ;;;;
2024;6611KJ;1; 83.800 ;;;;
2024;6611KR;1; 507.400 ;;;;
2024;6611KS;1; 297.800 ;;;;
2024;6615AK;1; 870.800 ;;;;
2024;6615AP;1; 65.000 ;;;;
2024;6616AA;1; 149.300 ;;;;
2024;6616AC;1; 205.300 ;;;;
2024;6617AK;1; 294.100 ;;;;
2024;6617AZ;2; 158.400 ;;;;
2024;6617KH;1; 15.800 ;;;;
2024;6621BR;1; 634.500 ;;;;
2024;6621KL;1; 34.900 ;;;;
2024;6624KJ;1; 852.000 ;;;;
2024;6628AG;1; 11.000 ;;;;
2024;6631BK;1; 25.000 ;;;;
2024;6631KC;1; 473.000 ;;;;
2024;6631KJ;1; 314.400 ;;;;
2024;6631KW;1; 4.000 ;;;;
2024;6634KC;1; 21.000 ;;;;
2024;6634KH;1; 320.000 ;;;;
2024;6641KZ;1; 16.462.900 ;;;;
2024;6644AD;1; 283.500 ;;;;
2024;6644KJ;1; 4.000 ;;;;
2024;6644KP;1; 14.000 ;;;;
2024;6644KR;2; 541.900 ;;;;
2024;6653CG;1; 44.000 ;;;;
2024;6655KB;1; 211.200 ;;;;
2024;6657AA;1; 290.300 ;;;;
2024;6657AE;1; 169.400 ;;;;
2024;6659KE;1; 95.000 ;;;;
2024;6661KE;1; 564.900 ;;;;
2024;6661NB;1; 19.500 ;;;;
2024;6661ND;1; 107.100 ;;;;
2024;6661NG;1; 64.000 ;;;;
2024;6661NK;1; 138.000 ;;;;
2024;6661NN;1; 293.000 ;;;;
2024;6661NP;1; 36.000 ;;;;
2024;6661NR;1; 810.700 ;;;;
2024;6661NS;2; 207.500 ;;;;
2024;6662NP;2; 92.400 ;;;;
2024;6663KC;1; 24.000 ;;;;
2024;6665LL;1; 605.400 ;;;;
2024;6666AE;1; 513.400 ;;;;
2024;6666GA;1; 561.400 ;;;;
2024;6666LA;1; 403.300 ;;;;
2024;6668AT;1; 75.000 ;;;;
2024;6671DH;1; 41.500 ;;;;
2024;6672MC;1; 51.600 ;;;;
2024;6674MB;1; 53.700 ;;;;
2024;6674MH;1; 1.500 ;;;;
2024;6678PA;1; 88.000 ;;;;
2024;6681DX;1; 132.300 ;;;;
2024;6681VX;1; 391.500 ;;;;
2024;6687AT;1; 149.700 ;;;;
2024;6687LD;1; 2.506.300 ;;;;
2024;6687LS;2; 48.500 ;;;;
2024;6687LT;2; 90.700 ;;;;
2024;6691ES;2; 303.900 ;;;;
2024;6691EV;1; 244.500 ;;;;
2024;6691GE;1; 15.500 ;;;;
2024;6691JJ;1; 28.400 ;;;;
2024;6691MG;1; 69.000 ;;;;
2024;6704AN;1; 192.600 ;;;;
2024;6704PA;1; 150.000 ;;;;
2024;6717XA;1; 80.880 ;;;;
2024;6718NG;1; 1.386.300 ;;;;
2024;6718PC;1; 428.900 ;;;;
2024;6718PG;1; 907.600 ;;;;
2024;6718SB;1; 338.000 ;;;;
2024;6718SH;1; 960.700 ;;;;
2024;6718ST;1; 94.000 ;;;;
2024;6718TJ;1; 86.700 ;;;;
2024;6718TZ;1; 378.000 ;;;;
2024;6718VD;1; 229.200 ;;;;
2024;6718WC;1; 358.200 ;;;;
2024;6718WH;1; 113.380 ;;;;
2024;6721ML;1; 73.300 ;;;;
2024;6721MV;1; 450.900 ;;;;
2024;6721MX;1; 257.700 ;;;;
2024;6721NA;1; 237.800 ;;;;
2024;6721NC;1; 15.000 ;;;;
2024;6721NH;1; 121.800 ;;;;
2024;6731BV;1; 483.000 ;;;;
2024;6731SC;2; 747.500 ;;;;
2024;6732AS;1; 466.800 ;;;;
2024;6732DG;1; 567.800 ;;;;
2024;6732GC;1; 283.600 ;;;;
2024;6732GL;1; 160.500 ;;;;
2024;6732GR;1; 567.300 ;;;;
2024;6733JB;1; 32.500 ;;;;
2024;6741EC;1; 1.805.940 ;;;;
2024;6741GR;1; 97.500 ;;;;
2024;6741GV;1; 154.000 ;;;;
2024;6741HE;1; 260.800 ;;;;
2024;6741HH;1; 496.500 ;;;;
2024;6741HN;1; 109.760 ;;;;
2024;6741HP;3; 871.300 ;;;;
2024;6741JL;1; 151.920 ;;;;
2024;6741KN;1; 187.800 ;;;;
2024;6741KP;1; 860.700 ;;;;
2024;6741LD;1; 245.200 ;;;;
2024;6741LH;1; 147.600 ;;;;
2024;6741PB;2; 639.800 ;;;;
2024;6741PG;1; 499.200 ;;;;
2024;6741PL;1; 94.900 ;;;;
2024;6744PJ;1; 669.000 ;;;;
2024;6744TB;1; 373.200 ;;;;
2024;6816RW;1; 607.600 ;;;;
2024;6816SJ;1; 672.500 ;;;;
2024;6816VA;1; 127.530 ;;;;
2024;6816VS;1; 283.370 ;;;;
2024;6836AA;1; 153.000 ;;;;
2024;6836AB;1; 240.000 ;;;;
2024;6836AG;1; 333.900 ;;;;
2024;6851DK;1; 387.000 ;;;;
2024;6861AH;1; 154.900 ;;;;
2024;6862BH;1; 584.000 ;;;;
2024;6865NA;1; 1.211.300 ;;;;
2024;6865ND;1; 276.300 ;;;;
2024;6866NL;1; 267.000 ;;;;
2024;6866NM;2; 47.500 ;;;;
2024;6871NJ;1; 52.000 ;;;;
2024;6871NR;1; 448.000 ;;;;
2024;6874BT;1; 1.371.900 ;;;;
2024;6903PE;1; 394.300 ;;;;
2024;6905BA;1; 726.300 ;;;;
2024;6905CE;1; 73.500 ;;;;
2024;6909BL;1; 934.700 ;;;;
2024;6911KM;1; 827.000 ;;;;
2024;6914KJ;1; 192.000 ;;;;
2024;6914KK;1; 45.400 ;;;;
2024;6921PM;1; 18.620 ;;;;
2024;6923CB;1; 55.600 ;;;;
2024;6923CC;1; 301.300 ;;;;
2024;6924AB;1; 333.100 ;;;;
2024;6931AE;1; 563.400 ;;;;
2024;6941RB;1; 312.700 ;;;;
2024;6941SK;1; 655.000 ;;;;
2024;6942JC;1; 222.600 ;;;;
2024;6942JK;1; 29.000 ;;;;
2024;6942PP;1; 68.500 ;;;;
2024;6942PT;1; 41.480 ;;;;
2024;6952ET;1; 13.000 ;;;;
2024;6956CG;1; 12.500 ;;;;
2024;6957DE;1; 256.700 ;;;;
2024;6957DJ;1; 253.500 ;;;;
2024;6961RA;2; 188.600 ;;;;
2024;6971JS;1; 290.000 ;;;;
2024;6988BS;1; 799.600 ;;;;
2024;6991JN;1; 516.300 ;;;;
2024;6991JP;1; 60.000 ;;;;
2024;6994JD;2; 750.500 ;;;;
2024;6998CC;1; 81.500 ;;;;
2024;6999DT;1; 128.800 ;;;;
2024;6999EB;1; 416.500 ;;;;
2024;7002CP;1; 471.000 ;;;;
2024;7004HL;1; 95.400 ;;;;
2024;7004JB;1; 263.400 ;;;;
2024;7021KC;1; 232.100 ;;;;
2024;7021LT;1; 356.900 ;;;;
2024;7031EG;1; 220.640 ;;;;
2024;7031HS;1; 135.100 ;;;;
2024;7036AB;1; 30.700 ;;;;
2024;7036AC;1; 32.300 ;;;;
2024;7037BG;1; 90.000 ;;;;
2024;7037CN;1; 40.700 ;;;;
2024;7037DA;2; 317.400 ;;;;
2024;7038EM;1; 113.800 ;;;;
2024;7039CC;1; 52.800 ;;;;
2024;7039CK;1; 238.900 ;;;;
2024;7047CB;1; 403.500 ;;;;
2024;7054AL;1; 227.120 ;;;;
2024;7054AV;1; 56.780 ;;;;
2024;7055AM;1; 282.700 ;;;;
2024;7055BT;1; 179.100 ;;;;
2024;7064KG;1; 89.100 ;;;;
2024;7064LA;1; 62.400 ;;;;
2024;7075DK;1; 427.500 ;;;;
2024;7075DS;1; 14.000 ;;;;
2024;7075EL;1; 262.300 ;;;;
2024;7075EP;1; 108.830 ;;;;
2024;7081AA;1; 510.700 ;;;;
2024;7081HM;1; 10.000 ;;;;
2024;7083AN;1; 247.400 ;;;;
2024;7101PA;1; 1.992.940 ;;;;
2024;7104GM;1; 41.900 ;;;;
2024;7105CC;1; 6.000 ;;;;
2024;7107AZ;1; 14.000 ;;;;
2024;7109BB;1; 140.000 ;;;;
2024;7109BS;1; 738.050 ;;;;
2024;7109CB;1; 30.000 ;;;;
2024;7119AA;1; 45.000 ;;;;
2024;7121KC;1; 270.060 ;;;;
2024;7122JX;1; 177.240 ;;;;
2024;7122KC;1; 359.440 ;;;;
2024;7122RP;1; 83.280 ;;;;
